accession_number,taxid,CatTemp,OGT,GC,SpName,SpHierarchie
GCF_000336695.1,931277,mesophile,37.0,0.651,Halococcus_morrhuae,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halococcus~Halococcus_morrhuae
GCF_000337135.1,1227492,thermophile,50.0,0.617,Natrialba_chahannaoensis,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natrialba~Natrialba_chahannaoensis
GCF_000190315.1,985053,hyperthermophile,87.5,0.432,Vulcanisaeta_moutnovskia,Archaea~Thermoproteota~Thermoprotei~Thermoproteales~Thermoproteaceae~Vulcanisaeta~Vulcanisaeta_moutnovskia
GCF_002214485.1,71998,hyperthermophile,85.0,0.55,Thermococcus_pacificus,Archaea~Methanobacteriota~Thermococci~Thermococcales~Thermococcaceae~Thermococcus~Thermococcus_pacificus
GCF_004340645.1,51203,mesophile,37.0,0.431,Methanohalophilus_euhalobius,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanohalophilus~Methanohalophilus_euhalobius
GCF_000008665.1,224325,hyperthermophile,85.0,0.494,Archaeoglobus_fulgidus,Archaea~Methanobacteriota~Archaeoglobi~Archaeoglobales~Archaeoglobaceae~Archaeoglobus~Archaeoglobus_fulgidus
GCF_000013725.1,259564,mesophile,23.4,0.422,Methanococcoides_burtonii,Archaea~Methanobacteriota~Methanomicrobia~Methanosarcinales~Methanosarcinaceae~Methanococcoides~Methanococcoides_burtonii
GCF_000446015.1,1365176,hyperthermophile,92.0,0.474,Thermofilum_adornatum,Archaea~Thermoproteota~Thermoprotei~Thermofilales~Thermofilaceae~Thermofilum~Thermofilum_adornatum
GCF_009176545.1,1364937,mesophile,37.0,0.677,Salinigranum_salinum,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Salinigranum~Salinigranum_salinum
GCF_900112205.1,148448,mesophile,42.0,0.664,Natronobacterium_haloterrestre,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Natrialbaceae~Natronobacterium~Natronobacterium_haloterrestre
GCF_000015945.1,399550,hyperthermophile,92.0,0.36,Staphylothermus_marinus,Archaea~Thermoproteota~Thermoprotei~Desulfurococcales~Desulfurococcaceae~Staphylothermus~Staphylothermus_marinus
GCF_000336935.1,1227456,mesophile,37.0,0.646,Halococcus_salifodinae,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Halococcaceae~Halococcus~Halococcus_salifodinae
GCF_003605575.1,2216978,mesophile,37.0,0.62,Halonotius_aquaticus,Archaea~Methanobacteriota~Halobacteria~Halobacteriales~Haloferacaceae~Halonotius~Halonotius_aquaticus
